年份,平均高温,平均低温,极端高温,极端低温
2011,21.7,14.9,38,-1
2012,20.8,14.8,37,-3
2013,22.6,15.4,38,-2
2014,22.7,15.3,37,-3
2015,22.2,15.4,37,-1
2016,23.2,16.7,38,-5
2017,22.1,15.4,38,0
2018,22.8,15.5,38,-3
2019,22.7,15.4,38,0
2020,22.4,15.7,37,-3
2021,23.3,16.1,38,-4
2022,21.6,15.3,39,0
