年份,平均高温,平均低温,极端高温,极端低温
2011,18.2,9.8,36,-11
2012,18.8,10.1,37,-11
2013,19.0,10.4,37,-13
2014,19.8,11.1,39,-10
2015,19.5,10.9,38,-10
2016,21.0,12.3,36,-16
2017,20.1,11.0,36,-8
2018,19.9,11.2,38,-10
2019,20.3,11.1,38,-9
2020,19.6,10.8,38,-12
2021,19.6,11.1,37,-18
2022,20.3,11.4,40,-6
