年份,平均高温,平均低温,极端高温,极端低温
2011,24.1,16.7,38,0
2012,23.6,16.7,38,4
2013,24.4,17.0,40,3
2014,24.6,17.2,37,3
2015,24.7,17.4,38,4
2016,25.9,18.4,38,-1
2017,25.0,17.6,38,5
2018,24.9,17.4,37,0
2019,25.0,17.5,37,5
2020,25.4,18.0,40,1
2021,25.8,18.0,39,1
2022,23.8,16.7,42,3
