年份,平均高温,平均低温,极端高温,极端低温
2011,11.8,3.3,38,-28
2012,11.8,3.3,35,-29
2013,13.4,4.6,35,-22
2014,12.1,3.2,37,-24
2015,13.2,4.5,42,-20
2016,14.4,5.9,36,-20
2017,12.7,3.9,36,-20
2018,11.7,2.7,37,-28
2019,12.8,3.7,37,-23
2020,13.2,4.1,36,-21
2021,13.0,4.1,38,-24
2022,14.9,5.6,39,-18
