年份,平均高温,平均低温,极端高温,极端低温
2011,25.2,19.4,35,5
2012,25.1,20.2,35,6
2013,25.8,20.6,35,8
2014,25.9,20.5,36,5
2015,26.4,21.2,36,9
2016,26.0,21.2,36,2
2017,26.2,20.9,36,9
2018,25.7,20.3,34,0
2019,26.2,21.2,35,9
2020,25.9,21.0,34,5
2021,25.8,21.0,35,7
2022,24.7,19.9,36,8
