年份,平均高温,平均低温,极端高温,极端低温
2011,25.9,17.6,36,3
2012,25.7,18.4,37,3
2013,25.9,18.1,36,4
2014,26.4,18.1,36,0
2015,27.1,19.4,37,5
2016,27.1,20.0,37,0
2017,26.6,19.5,37,6
2018,26.5,19.0,35,4
2019,27.3,19.7,37,7
2020,27.0,19.6,37,2
2021,27.5,19.0,37,4
2022,25.5,18.0,39,4
