年份,平均高温,平均低温,极端高温,极端低温
2012,19.6,10.6,38,-8
2013,20.6,11.2,39,-8
2014,20.6,11.3,38,-7
2015,20.1,11.0,38,-7
2016,20.5,11.4,37,-9
2017,20.6,11.2,39,-6
2018,20.6,11.1,38,-10
2019,21.0,11.4,39,-7
2020,20.3,11.2,39,-7
2021,20.8,11.6,39,-11
2022,22.5,13.0,41,-23
