年份,平均高温,平均低温,极端高温,极端低温
2012,23.8,17.0,38,2
2013,24.5,16.9,40,3
2014,24.7,17.1,37,3
2015,24.6,17.5,38,4
2016,24.6,17.8,38,-1
2017,24.8,17.5,39,0
2018,24.4,17.2,37,1
2019,24.8,17.4,37,5
2020,25.1,17.5,40,1
2021,24.4,16.6,40,-15
2022,24.8,16.6,42,-10
