年份,平均高温,平均低温,极端高温,极端低温
2011,25.8,19.4,36,9
2012,25.4,19.9,36,7
2013,25.3,19.9,36,7
2014,25.3,19.9,34,7
2015,27.0,22.1,35,6
2016,24.3,12.0,37,0
2017,21.6,2.8,35,0
2018,25.8,19.5,36,2
2019,24.1,19.4,33,10
2020,24.3,19.0,35,6
2021,24.5,18.6,43,-18
2022,22.4,16.6,43,-10
