年份,平均高温,平均低温,极端高温,极端低温
2012,20.1,14.0,38,-3
2013,21.2,14.5,40,-2
2014,20.4,14.3,36,-1
2015,20.3,14.4,38,-1
2016,20.8,14.8,39,-7
2017,21.1,14.6,40,-1
2018,21.1,14.7,37,-3
2019,20.8,14.6,37,0
2020,21.0,14.8,38,-7
2021,21.4,14.3,38,-6
2022,22.1,14.9,41,-9
