年份,平均高温,平均低温,极端高温,极端低温
2012,20.1,12.2,37,-6
2013,21.5,12.7,39,-7
2014,20.6,12.5,37,-6
2015,20.6,12.4,37,-5
2016,20.5,13.1,39,-9
2017,21.0,12.6,40,-5
2018,21.0,12.3,37,-10
2019,21.2,12.2,39,-4
2020,20.3,11.6,37,-9
2021,20.8,11.8,38,-9
2022,22.8,13.4,40,-5
