年份,平均高温,平均低温,极端高温,极端低温
2012,20.9,15.1,40,2
2013,23.2,16.0,40,3
2014,21.3,15.3,39,3
2015,22.4,16.0,38,5
2016,22.3,15.8,40,-1
2017,21.9,15.6,41,0
2018,21.5,14.9,40,0
2019,21.3,15.4,39,-1
2020,21.1,15.5,39,0
2021,20.9,14.9,40,0
2022,23.9,15.8,43,-17
