年份,平均高温,平均低温,极端高温,极端低温
2011,16.9,3.4,28,-10
2012,17.3,3.5,29,-13
2013,16.2,3.0,28,-13
2014,16.7,3.7,28,-12
2015,16.3,3.0,28,-11
2016,16.7,3.5,27,-11
2017,16.2,3.2,27,-21
2018,13.4,1.1,28,-21
2019,13.9,1.5,29,-21
2020,12.5,0.0,27,-20
2021,11.8,0.7,37,-18
2022,15.1,3.5,40,-17
