年份,平均高温,平均低温,极端高温,极端低温
2012,20.5,14.2,35,-2
2013,22.8,15.1,37,-3
2014,22.5,15.5,36,-2
2015,22.0,15.4,36,0
2016,21.9,15.2,38,-6
2017,22.1,15.1,37,-1
2018,21.9,14.7,36,-4
2019,22.2,14.8,37,-1
2020,22.0,15.3,37,-1
2021,22.8,15.7,37,-3
2022,22.8,15.8,40,0
