年份,平均高温,平均低温,极端高温,极端低温
2012,19.7,12.2,36,-6
2013,21.2,12.3,39,-5
2014,20.4,12.5,36,-5
2015,20.2,12.6,37,-4
2016,20.4,13.1,39,-9
2017,20.6,12.6,40,-4
2018,20.5,12.6,37,-7
2019,20.8,12.5,38,-3
2020,20.4,12.5,37,-7
2021,20.9,13.0,36,-9
2022,22.5,13.8,40,-4
