年份,平均高温,平均低温,极端高温,极端低温
2011,26.0,17.9,36,4
2012,25.7,18.6,37,3
2013,25.9,18.1,35,4
2014,25.9,18.8,36,0
2015,26.8,19.4,36,5
2016,26.2,19.0,37,1
2017,26.7,19.2,37,0
2018,26.2,18.9,36,0
2019,27.2,19.4,37,6
2020,26.9,19.6,37,3
2021,27.6,19.0,38,-1
2022,26.6,19.1,38,-4
