年份,平均高温,平均低温,极端高温,极端低温
2011,21.5,15.0,38,-1
2012,20.9,15.0,37,-3
2013,22.8,15.6,38,-2
2014,22.6,15.6,37,-3
2015,22.1,15.5,37,-1
2016,22.2,16.0,39,-7
2017,22.4,15.3,39,0
2018,22.4,15.6,37,-2
2019,22.5,15.5,38,0
2020,22.1,15.6,37,-7
2021,21.0,13.8,37,-36
2022,20.6,13.1,39,-38
