年份,平均高温,平均低温,极端高温,极端低温
2011,10.7,1.2,32,-26
2012,10.2,0.7,32,-30
2013,10.1,1.0,32,-30
2014,12.3,1.7,34,-26
2015,12.0,2.2,33,-25
2016,11.3,1.9,33,-28
2017,11.7,1.6,33,-24
2018,11.8,1.5,35,-29
2019,12.5,2.1,35,-26
2020,11.6,2.2,33,-25
2021,11.7,2.9,32,-29
2022,13.9,4.3,35,-24
